code,description
M1042,Ftl st mea sco ot odi 3 mo
M1043,Fs no odi 9-15mo
M1044,Ftl st mea odi 3 mo
M1045,Fs oks 9-15mo >= 37 >= 71
M1046,Fs oks 9-15mo < 37 < 71
M1047,Fs msrd oks pre and post
M1048,Fsm wth scr odi pre and post
M1049,Fs wth scr no odi pre and p
M1050,Fs msrd odi pre and post
M1051,Pt w/cancer scoliosis
M1052,Lg pn not meas w/ vas 1yr po
M1053,Pre and post vas wthn 3 mos
M1054,Pt uc in pp
M1055,Aspirin used
M1056,Presc antico med in pp
M1057,"Aspirin not used, no rsn"
M1058,Pt prm nurs hm res in pp
M1059,Pt no prm nurs hm res in pp
M1060,Pt died in pp
M1061,Pt preg
M1062,Pt imcomprmd
M1063,Pt rec hg dos imsup thpy
M1064,Shing vac doc adm or pv rec
M1065,Shing vac no adm clinc rsn
M1066,Shing vac no doc no rsn
M1067,Hspc pt prv time meam per
M1068,Pt not ambulatory
M1069,Pt scr ft fall rsk
M1070,Pt not scrn fut fall no rsn
M1071,Pt had add'l sp pcr perf
M1106,Start eoc doc med rec
M1107,Docu dx degen neuro
M1108,Oc ni pt home prog
M1109,Oc ni pt dc
M1110,Oc not p pt selfdc
M1111,Start eoc doc med rec
M1112,Docu dx degen neuro
M1113,Oc ni pt home prog
M1114,Oc ni pt dc
M1115,Oc ni pt selfdc
M1116,Start eoc doc med rec
M1117,Docu dx degen neuro
M1118,Oc ni pt home prog
M1119,Oc ni pt dc
M1120,Oc ni pt selfdc
M1121,Start eoc doc med rec
M1122,Docu dx degen neuro
M1123,Oc ni pt home prog
M1124,Oc ni pt dc 1-2 vis
M1125,Oc ni pt selfdc 1-2 vis
M1126,Start eoc doc med rec
M1127,Docu dx degen neuro
M1128,Oc ni pt home prog
M1129,Oc ni pt dc
M1130,Oc ni pt selfdc
M1131,Docu dx degen neuro
M1132,Oc ni pt home prog
M1133,Oc ni pt dc
M1134,Oc ni pt selfdc
M1135,Start eoc doc med rec
M1136,Start eoc doc med rec
M1137,Docu dx degen neuro
M1138,Oc ni pt 1-2 vis
M1139,Oc ni pt self dc 1-2 vis
M1140,Oc ni pt dc 1-2 vis
M1141,Fs no oks
M1142,Emerge cases
M1143,Ni rehab med chiro
M1144,Oc no ind pt 1-2 vis
M1145,"Mfn drug add-on, per dose"
M1146,Ongoing care not ind
M1147,Care not poss med rsn
M1148,Pt self dschg
M1149,No neck fs prom incap
M1150,Lvef <=40% or mod/sev l vsf
M1151,Pt w/ hx trnsplt or lvad
M1152,Pt w/ hx trnsplt or lvad
M1153,Pt w/ dx osteo doe
M1154,Hospc serv dur meas pd
M1155,Pt anphx due to pneum
M1156,Pt recd actv chemo any time
M1157,Pt recd bone mar trnsplt
M1158,Pt hx immcomp prior/dur pd
M1159,Hospc serv dur meas pd
M1160,Pt anphx due to mengb bef 13
M1161,Pt anphx due to dtp bef 13
M1162,Pt enceph due to dtp bef 13
M1163,Pt anphx due to hpv bef 13
M1164,Pt w/ dementia any time
M1165,Pt use hspc dur meas pd
M1166,Path rpt tis spec wle/reexc
M1167,Hspc dur meas pd
M1168,Pt recd flu vax 7/1-6/30
M1169,Doc med rsn no flu vax
M1170,Pt w/o flu vax 7/1-6/30
M1171,Pt recd 1 td/tdap 9yrs prior
M1172,Doc med rsn no td/tdap
M1173,Pt no rec td/tdap 9yrs prior
M1174,Pt w/ 2 hzv 10/2017 - mp
M1175,Doc med rsn no hzv
M1176,No 2 hzv 10/2017-meas pd
M1177,Pt recd pcv on/aft 19
M1178,Doc med rsn no pcv
M1179,No pcv recd
M1180,Pt imm ckpt inhib therapy
M1181,Gr 2 or> dia or gr2 or> col
M1182,Not elg pre ex ibd/uc/crohn
M1183,Doc imm ckpt inhib hld
M1184,Doc med rsn no cst/ist rx
M1185,Imm ckpt inhib not hld no rx
M1186,Pt w/ rx for hspc/plltv care
M1187,Pt w/ esrd
M1188,Pt w/ ckd stg 5
M1189,Doc khe pef w/efgr/uacr
M1190,Doc khe not pef w/efgr/uacr
M1191,Hspc svc any time in meas pd
M1192,Pt w/ dx sq cell ca of esoph
M1193,Rpts w/ imp/con mmr/msi
M1194,Med rsn no imp/con mmr/msi
M1195,Rpt wo imp/con mmr/msi
M1196,Ixv nrs vrs iqa >=4
M1197,Isa reduced >=3 fr ixv
M1198,Isa not red 3pts /no assess
M1199,Pt rec'g rrt
M1200,Ace-i/arb rx
M1201,Med rsn no ace-i/arb rx
M1202,Pt rsn no ace-i/arb rx
M1203,No rsn ace-i/arb rx
M1204,Ixv nrs vrs iqa >=4
M1205,Isa reduced >=3
M1206,Isa not red 3pts/no assess
M1207,Pt scrn sdoh
M1208,Pt no scrn sdoh
M1209,>=2 same hi-rsk med w/o diag
M1210,>=2 same meds tbl4 not ord
M1211,Gsa level>9.0%
M1212,Missing gsa not perf
M1213,No hx spiro prs spiro>=70%
M1214,Spiro results wth obs doc
M1215,Med rsn for no doc spiro
M1216,No spiro doc no res doc
M1217,Sys rsn no doc spiro
M1218,Pt copd symptoms
M1219,Anphx due to vax
M1220,Dre wth interp rtnopthy
M1221,Dre w/o rtnopthy
M1222,"Glaucoma plan of care not documented, reason not otherwise specified"
M1223,Glaucoma plan of care doc
M1224,Iop dec <20% from base
M1225,Iop dec>=20% from base
M1226,"IOP measurement not documented, reason not otherwise specified "
M1227,Eb therapy prescribed
M1228,Pt + hcv aby +vir w/ rx 3 mo
M1229,Pt w/ +hcv +vir ref win 1 mo
M1230,Pt hcv rctv aby no f/u tst
M1231,Pt hcv tst no reactive res
M1232,Pt hcv tst reactive result
M1233,Pt no hcv aby or result
M1234,Pt hcv rctv aby f/u neg
M1235,Doc pt hcv aby rna tst
M1236,Baseline mrs > 2
M1237,Pt rsn no scrn
M1238,Doc 2nd recom hzv 2-6 mo int
M1239,Pt no resp heard
M1240,Pt no resp best int
M1241,Pt no resp seen as person
M1242,Pt no resp imprt to me
M1243,Pt othr thn true heard
M1244,Pt othr thn true best int
M1245,Pt othr thn true person
M1246,Pt othr thn true imprt to me
M1247,Pt resp true best int
M1248,Pt resp true seen as person
M1249,Pt resp true imprt to me
M1250,Pt resp true heard
M1251,Pts proxy cmplt hu surv
M1252,Pts no cmplt hu survey
M1253,Pts hu surv no amb plltv
M1254,Pts deceased prior hu surv
M1255,"Pts w/ othr rsn vst,+prg tst"
M1256,Prior history of known cvd
M1257,"CVD risk assessment not performed or incomplete (e.g., CVD risk assessment was not documented), reason not otherwise specified"
M1258,Cvd risk assess perf
M1259,Pt stat doc <= 1 yr dialysis
M1260,Pt not doc <= 1 yr dialysis
M1261,Pts on wtlist bef dialysis
M1262,Pts transplt bef dialysis
M1263,Pts hosp dialysis dt
M1264,Pts 75+ dialysis dt
M1265,Cms 2728 completed
M1266,Pts admit snf
M1267,Pt no act kid transplt wtlst
M1268,Pt ac stat kid trnsplt wtlst
M1269,Rec'd esrd mcp lst day of mo
M1270,Pts no kid transplt wtlst
M1271,Pts dem any time/dur mo
M1272,Pts kid transplt wtlst
M1273,Pts snf 1 yr dialysis
M1274,Pts snf exl mo
M1275,Pts hosp exl
M1276,Calc bmi out nrm param nof/u
M1277,Colorectal ca screen doc rev
M1278,"Pre-htn or htn doc, f/u indc"
M1279,"Pre-htn/htn, no f/u, not gvn"
M1280,Bilat mast/hx bi /unilat mas
M1281,Bp scrn no perf at interval
M1282,Pt scrn tbco id as non user
M1283,Pt scrn tbco and id as user
M1284,Pt 66+ snp or ltc pos > 90d
M1285,"Screening, diagnostic, film, digital or digital breast Tomosynthesis (3D) mammography results were not documented and reviewed, reason not otherwise specified"
M1286,Bmi doc onl fup not cmpltd
M1287,Calc bmi blw low param f/u
M1288,Doc rsn no hbp scrn or f/u
M1289,No pt tbco cess interv rng
M1290,Pt not eli d/t act dig htn
M1291,Pt 66+ frailty and med dem
M1292,Pt 66+ frail inpt adv ill
M1293,Calc bmi abv up param f/u
M1294,Bp scrn perf rec interval
M1295,Pt hx tot col or colon ca
M1296,Calc bmi norm parameters
M1297,Bmi not doc medrsn ptref
M1298,Doc pt preg dur msrmt pd
M1299,Flu immunize order/admin
M1300,Flu imm no admin doc rea
M1301,Pt recv tbco cess interv
M1302,Scrn mam perf rslts doc
M1303,Hospc serv dur meas pd
M1304,No pneum vax admin 19+
M1305,Pneum vax admin 19+
M1306,Pt anphx due to pneum
M1307,Doc pt pal or hospice
M1308,Flu immunize no admin
M1309,Pall serv during meas
M1310,Pt scr tob & cess int
M1311,Aphlx to vax bef enc
M1312,No pt tbco scrn rng
M1313,No tob scr/cess int
M1314,Bmi not calculated
M1315,Colorectal cancer screening results were not documented and reviewed; reason not otherwise specified
M1316,Tobacco non-user
M1317,Pts counsl cpt opt out
M1318,Pts no csp doc contact
M1319,Pts csp doc contact
M1320,Pts scrn + hrsn
M1321,"Pts no 7wk inj,no iop,iop>25"
M1322,"Pts 7wk inj, scrn iop =<25"
M1323,"Pts 7wk inj, scrn iop >25"
M1324,Pts intravitreal/pci
M1325,Doc med rsn not seen
M1326,Pts dx hypotony
M1327,Pts no eval ini xm no 8 wks
M1328,Pts dx acute vitreous hem
M1329,Pts act pvd 2 wks 8 wks
M1330,Doc pts rsn no f/u xm
M1331,Pts eval ini xm 8 wks
M1332,Pts no eval ini xm no 2 wks
M1333,Acute vitreous hemorrhage
M1334,Pts act pvd 2 wks 2 wks
M1335,Doc pts rsn no f/u xm
M1336,Pts eval ini xm 2 wks
M1337,Acute pvd
M1338,Pt f/u 30-180 dys no + imprv
M1339,Pts f/u 30-180 dys + improv
M1340,Indx whodas 2.0 or sds
M1341,Pt no f/u 30-180 dys
M1342,Pts died perf per
M1343,Pt pam lvl 4 base or srt lin
M1344,No bsln/2nd pam score 4-12mo
M1345,"Pt bsln pam, 2nd scr 4-12 mo"
M1346,No pam inc 6 pts 4-12 mo
M1347,Pt pam incr 3 pt 4-12 mo
M1348,Pam incr 6 pt 4-12 mo
M1349,No pam inc 3 pts 4-12 mo
M1350,Pt w/ suic saf pln init rev
M1351,Pt cmplt suicd saf pln 120dy
M1352,"Suicd c-ssrs assessment, equ"
M1353,Pts no cmplt suicd saf pln
M1354,Pt no suicd saf pln 120dy
M1355,Suicd based cln eval
M1356,Pt died dur meas pd
M1357,Pt w/red suic idea 120 days
M1358,Pts no <suicd idea 120 dys
M1359,"Indx suicd idea, no 0 scr"
M1360,Suicd c-ssrs assessment
M1361,Suicd based cln eval
M1362,Pt died dur meas pd
M1363,Pts no f/u 120 dys
M1364,Ascvd risk >=20pct
M1365,Hosp+pall care spec code 17
M1366,Focus on women's health mvp
M1367,Qual care ent disorder mvp
M1368,Prev trt inf d/o hiv/hep mvp
M1369,Qualcare mental hlth/sud mvp
M1370,Rehab support msk care mvp
M1371,Mst rec gsa<7
M1372,Mst rec gsa >=7 and<8
M1373,Mst rec gsa >=8 and <=9
M1374,Ra dx enc 90 days dur per pd
M1375,Ra dx enc 90 days dur per pd
M1376,Ra dx enc 90 days dur per pd
M1377,Fu colscop 10 yr doc w/ disc
M1378,Med rsn no 10 yr fu colscope
M1379,10 yr fu no rec rsn not giv
M1380,2 rx in perf pd any com meds
M1381,Pt sec strk wthin 5 days
M1382,Enc dur perf pd pos 11
M1383,Acute pvd
M1384,Pt died dur perf pd
M1385,Pt rsn not seen 2nd pam
M1386,Exc sx melmn or mlnm is
M1387,Pt died dur perf pd
M1388,Pt doc exm rec melmn
M1390,Pt no doc exm for rec
M1391,All pt dx w/ rec mlnm
M1392,Pt rsn no exm or lst to fu
M1393,Pr no dx rec mlnm
M1394,Stg i-iii br ca
M1395,Init chemo w/def dur ec grp
M1396,Pt ther clin trial
M1397,Pt w/ recur/prog
M1398,Bslne and  fu promis doc
M1399,Pt lve prac
M1400,Pt died dur perf pd
M1401,Stg i-iii br ca
M1402,Init chemo w/def dur ec grp
M1403,Bslne and fu promis doc
M1404,Pt ther clin trial
M1405,Pt w/ recur/prog
M1406,Pt lve prac
M1407,Pt died dur perf pd
M1408,Gmln brca bef dx ca
M1409,Recd gmln brca1/brca2 couns
M1410,No gmln brca1/brca2 couns
M1411,1st ln ici no chemo
M1412,Met nsclc w/ egfr alk oth ab
M1413,Pos pdl1 bef init ici tx
M1414,Med rsn no pdl1 bef 1st ther
M1415,No pos pdl1 bef ici ther
M1416,Pt rec hosp
M1417,Pt up to date cov
M1418,Med rsn not up to date cov
M1419,Pt not up to date cov
M1420,Complete ophthalmologic mvp
M1421,Dermatological care mvp
M1422,Gastroenterology care mvp
M1423,Opt care urologic cnd mvp
M1424,Pulmonology care mvp
M1425,Surgical care mvp
M1426,Telehealth enc
M1427,Doc med rsn bone scn
M1428,Bilateral absence of eyes
M1429,"Retinopathy in od, os, ou"
M1430,Ret exm ou no retinopthy doc
M1431,Telehealth enc
M1432,Telehealth enc
M1433,Oral chemo wthn 30 days enc
M1434,Orl chemo wthn 30 d post enc
M1435,Oral chemo in perf pd
M1436,Telehealth enc
M1437,Telehealth enc
M1438,Lst knwn well <=210 min
M1439,Sig ocu cond imp surg out
M1440,Telehealth enc
M1441,Init dx slp apn = 1st enc
M1442,Telehealth enc
M1443,Telehealth enc
M1444,Del < 39 weeks gest
M1445,Pp care visit by 12 weeks
M1446,Pt died bef end meas pd
M1447,Pt dx bd bef end meas pd
M1448,Pt dx pd bef end meas pd
M1449,Pt dx scz/pys bef end msr pd
M1450,Pt hos/pal care dur id/pf pd
M1451,Pt dx ppd dur id/pf pd
M1452,Pt dx dementia ever
M1453,Preop vis acu > 20/40
M1454,New cied
M1455,Rep/rev cied
M1456,Pt had htx
M1457,Dx asth dur crnt/prv perf pd
M1458,Pt died bef end meas pd
M1459,Pt hosp/pal care dur perf pd
M1460,"Dx copd, cf, or arf"
M1461,Pt dx chron hepc
M1462,Pt clin ind hd image
M1463,2 f/u wthn 180 day rx atmp
M1464,No record of f/u by 180 days
M1465,F/u > 180 days after rx
M1466,Pt disc/lam proc same day
M1467,Pt dx lynch syn
M1468,Hep b vaccine received
M1469,"Hx of hep b, or pos bld test"
M1470,Hep b vac not rec'd med rsn
M1471,Ffs hep b not covered
M1472,Hep b vaccine not received
M1473,Pt func cap not allow impr
M1474,Pt dx dementia
M1475,Pt dx huntington
M1476,Pt dx cog imp or ad
M1477,Dx delirium
M1478,Psychoactive sub abuse
M1479,Pt func cap not allow impr
M1480,Pt func cap not allow impr
M1481,Pt in hosp/pal care who died
M1482,Pos quan hep c or qual rna
M1483,Neg quan hep c or qual rna
M1484,No rpt hcv rna perf med rsn
M1485,Neg viro resp hep c/qual rna
M1486,Pt admitted to snf dur eval
M1487,Pt adm to hospice dur eval
M1488,Dx dementia in msr timeframe
M1489,Pt status doc
M1490,Pt status not doc
M1491,Rec'd esrd mcp dur perf pd
M1492,No reported fall
M1493,No fall doc med rsn
M1494,Fall rep since last visit
M1495,"Fall w/ poc, no fall"
M1496,No doc of fall or poc
M1497,No doc fall med rsn
M1498,Diagnostic radiology mvp
M1499,Interventional radiology mvp
M1500,Neuropsychology mvp
M1501,Pathology mvp
M1502,Podiatry mvp
M1503,Vascular surgery mvp
P2028,Cephalin floculation test
P2029,Congo red blood test
P2031,Hair analysis
P2033,Blood thymol turbidity
P2038,Blood mucoprotein
P3000,Screen pap by tech w md supv
P3001,Screening pap smear by phys
P7001,Culture bacterial urine
P9010,Whole blood for transfusion
P9011,Blood split unit
P9012,Cryoprecipitate each unit
P9016,Rbc leukocytes reduced
P9017,Plasma 1 donor frz w/in 8 hr
P9019,"Platelets, each unit"
P9020,Plaelet rich plasma unit
P9021,Red blood cells unit
P9022,Washed red blood cells unit
P9023,"Frozen plasma, pooled, sd"
P9025,Plasma cryo redu path each
P9026,Cryo fib comp path redu each
P9027,Rbc o2 co2 reduced
P9031,Platelets leukocytes reduced
P9032,"Platelets, irradiated"
P9033,Platelets leukoreduced irrad
P9034,"Platelets, pheresis"
P9035,Platelet pheres leukoreduced
P9036,Platelet pheresis irradiated
P9037,Plate pheres leukoredu irrad
P9038,Rbc irradiated
P9039,Rbc deglycerolized
P9040,Rbc leukoreduced irradiated
P9041,"Albumin (human),5%, 50ml"
P9043,"Plasma protein fract,5%,50ml"
P9044,Cryoprecipitatereducedplasma
P9045,"Albumin (human), 5%, 250 ml"
P9046,"Albumin (human), 25%, 20 ml"
P9047,"Albumin (human), 25%, 50ml"
P9048,"Plasmaprotein fract,5%,250ml"
P9050,"Granulocytes, pheresis unit"
P9051,"Blood, l/r, cmv-neg"
P9052,"Platelets, hla-m, l/r, unit"
P9053,"Plt, pher, l/r cmv-neg, irr"
P9054,"Blood, l/r, froz/degly/wash"
P9055,"Plt, aph/pher, l/r, cmv-neg"
P9056,"Blood, l/r, irradiated"
P9057,"Rbc, frz/deg/wsh, l/r, irrad"
P9058,"Rbc, l/r, cmv-neg, irrad"
P9059,"Plasma, frz between 8-24hour"
P9060,Fr frz plasma donor retested
P9070,Pathogen reduced plasma pool
P9071,Pathogen reduced plasma sing
P9072,Plate path red/rapid bac tes
P9073,Platelets pheresis path redu
P9099,Blood component or product not otherwise classified
P9100,Pathogen test for platelets
P9603,One-way allow prorated miles
P9604,One-way allow prorated trip
P9612,Catheterize for urine spec
P9615,Urine specimen collect mult
Q0035,Cardiokymography
Q0081,Infusion ther other than che
Q0083,Chemo by other than infusion
Q0084,Chemotherapy by infusion
Q0085,Chemo by both infusion and o
Q0091,Obtaining screen pap smear
Q0092,Set up port xray equipment
Q0111,Wet mounts/ w preparations
Q0112,Potassium hydroxide preps
Q0113,Pinworm examinations
Q0114,Fern test
Q0115,Post-coital mucous exam
Q0138,"Ferumoxytol, non-esrd"
Q0139,"Ferumoxytol, esrd use"
Q0144,"Azithromycin dihydrate, oral"
Q0155,Dronabinol (syndros) 0.1 mg
Q0161,Chlorpromazine hcl 5mg oral
Q0162,Ondansetron oral
Q0163,Diphenhydramine hcl 50mg
Q0164,Prochlorperazine maleate 5mg
Q0166,Granisetron hcl 1 mg oral
Q0167,Dronabinol 2.5mg oral
Q0169,Promethazine hcl 12.5mg oral
Q0173,Trimethobenzamide hcl 250mg
Q0174,Thiethylperazine maleate10mg
Q0175,Perphenazine 4mg oral
Q0177,Hydroxyzine pamoate 25mg
Q0180,Dolasetron mesylate oral
Q0181,"Unspecified oral dosage form, fda approved prescription anti-emetic, for use as a complete therapeutic substitute for a iv anti-emetic at the time of chemotherapy treatment, not to exceed a 48 hour dosage regimen"
Q0220,"Tixagev and cilgav, 300mg"
Q0221,"Tixagev and cilgav, 600mg"
Q0222,Bebtelovimab 175 mg
Q0224,"Inj, pemivibart, 4500 mg"
Q0234,"Inj, tocilizumab-bavi, 1mg"
Q0235,"Inj, monoclon antibody, 1 mg"
Q0237,"Inj, tocilizumab-anoh, hospi"
Q0238,"Inj, tocilizumab-aazg, hospi"
Q0239,Bamlanivimab-xxxx
Q0240,Casirivi and imdevi 600 mg
Q0243,Casirivimab and imdevimab
Q0244,Casirivi and imdevi 1200 mg
Q0245,Bamlanivimab and etesevima
Q0247,Sotrovimab
Q0249,Tocilizumab for covid-19
Q0477,Pwr module pt cable lvad rpl
Q0478,"Power adapter, combo vad"
Q0479,"Power module combo vad, rep"
Q0480,"Driver pneumatic vad, rep"
Q0481,"Microprcsr cu elec vad, rep"
Q0482,"Microprcsr cu combo vad, rep"
Q0483,"Monitor elec vad, rep"
Q0484,Monitor elec or comb vad rep
Q0485,"Monitor cable elec vad, rep"
Q0486,Mon cable elec/pneum vad rep
Q0487,"Leads any type vad, rep only"
Q0488,"Pwr pack base elec vad, rep"
Q0489,"Pwr pck base combo vad, rep"
Q0490,"Emr pwr source elec vad, rep"
Q0491,Emr pwr source combo vad rep
Q0492,"Emr pwr cbl elec vad, rep"
Q0493,"Emr pwr cbl combo vad, rep"
Q0494,"Emr hd pmp elec/combo, rep"
Q0495,"Charger elec/combo vad, rep"
Q0496,"Battery elec/combo vad, rep"
Q0497,"Bat clps elec/comb vad, rep"
Q0498,"Holster elec/combo vad, rep"
Q0499,Belt/vest elec/combo vad rep
Q0500,"Filters elec/combo vad, rep"
Q0501,"Shwr cov elec/combo vad, rep"
Q0502,"Mobility cart pneum vad, rep"
Q0503,Battery pneum vad replacemnt
Q0504,"Pwr adpt pneum vad, rep veh"
Q0506,Lith-ion batt elec/pneum vad
Q0507,Miscellaneous supply or accessory for use with an external ventricular assist device
Q0508,Miscellaneous supply or accessory for use with an implanted ventricular assist device
Q0509,Miscellaneous supply or accessory for use with any implanted ventricular assist device for which payment was not made under medicare part a
Q0510,Dispens fee immunosupressive
Q0511,"Sup fee antiem,antica,immuno"
Q0512,Px sup fee anti-can sub pres
Q0513,Disp fee inhal drugs/30 days
Q0514,Disp fee inhal drugs/90 days
Q0515,Sermorelin acetate injection
Q0516,Supply fee hiv prep oral 30
Q0517,Supply fee hiv prep oral 60
Q0518,Supply fee hiv prep oral 90
Q0519,Supply fee hiv prep inj 30
Q0520,Supply fee hiv prep inj 60
Q0521,Supply fee hiv prep fda appr
Q1004,Ntiol category 4
Q1005,Ntiol category 5
Q2004,Bladder calculi irrig sol
Q2009,Fosphenytoin inj pe
Q2017,"Teniposide, 50 mg"
Q2026,Radiesse injection
Q2028,"Inj, sculptra, 0.5mg"
Q2034,Agriflu vaccine
Q2035,"Afluria vacc, 3 yrs & >, im"
Q2036,"Flulaval vacc, 3 yrs & >, im"
Q2037,"Fluvirin vacc, 3 yrs & >, im"
Q2038,"Fluzone vacc, 3 yrs & >, im"
Q2039,"Influenza virus vaccine, not otherwise specified"
Q2040,Tisagenlecleucel car-pos t
Q2041,Axicabtagene ciloleucel car+
Q2042,Tisagenlecleucel car-pos t
Q2043,Sipuleucel-t auto cd54+
Q2049,Imported lipodox inj
Q2050,"Injection, doxorubicin hydrochloride, liposomal, not otherwise specified, 10 mg"
Q2052,"Home ivig, services/supplies"
Q2053,Brexucabtagene car pos t
Q2054,Lisocabtagene mara car pos t
Q2055,Idecabtagene vicleucel car
Q2056,Ciltacabtagene car-pos t
Q2057,Afamitresgene autoleucel
Q2058,Obecbtge autol up to 400 mil
Q3001,Brachytherapy radioelements
Q3014,Telehealth facility fee
Q3027,Inj beta interferon im 1 mcg
Q3028,Inj beta interferon sq 1 mcg
Q3031,Collagen skin test
Q4001,Cast sup body cast plaster
Q4002,Cast sup body cast fiberglas
Q4003,Cast sup shoulder cast plstr
Q4004,Cast sup shoulder cast fbrgl
Q4005,Cast sup long arm adult plst
Q4006,Cast sup long arm adult fbrg
Q4007,Cast sup long arm ped plster
Q4008,Cast sup long arm ped fbrgls
Q4009,Cast sup sht arm adult plstr
Q4010,Cast sup sht arm adult fbrgl
Q4011,Cast sup sht arm ped plaster
Q4012,Cast sup sht arm ped fbrglas
Q4013,Cast sup gauntlet plaster
Q4014,Cast sup gauntlet fiberglass
Q4015,Cast sup gauntlet ped plster
Q4016,Cast sup gauntlet ped fbrgls
Q4017,Cast sup lng arm splint plst
Q4018,Cast sup lng arm splint fbrg
Q4019,Cast sup lng arm splnt ped p
Q4020,Cast sup lng arm splnt ped f
Q4021,Cast sup sht arm splint plst
Q4022,Cast sup sht arm splint fbrg
Q4023,Cast sup sht arm splnt ped p
Q4024,Cast sup sht arm splnt ped f
Q4025,Cast sup hip spica plaster
Q4026,Cast sup hip spica fiberglas
Q4027,Cast sup hip spica ped plstr
Q4028,Cast sup hip spica ped fbrgl
Q4029,Cast sup long leg plaster
Q4030,Cast sup long leg fiberglass
Q4031,Cast sup lng leg ped plaster
Q4032,Cast sup lng leg ped fbrgls
Q4033,Cast sup lng leg cylinder pl
Q4034,Cast sup lng leg cylinder fb
Q4035,Cast sup lngleg cylndr ped p
Q4036,Cast sup lngleg cylndr ped f
Q4037,Cast sup shrt leg plaster
Q4038,Cast sup shrt leg fiberglass
Q4039,Cast sup shrt leg ped plster
Q4040,Cast sup shrt leg ped fbrgls
Q4041,Cast sup lng leg splnt plstr
Q4042,Cast sup lng leg splnt fbrgl
Q4043,Cast sup lng leg splnt ped p
Q4044,Cast sup lng leg splnt ped f
Q4045,Cast sup sht leg splnt plstr
Q4046,Cast sup sht leg splnt fbrgl
Q4047,Cast sup sht leg splnt ped p
Q4048,Cast sup sht leg splnt ped f
Q4049,"Finger splint, static"
Q4050,"Cast supplies, for unlisted types and materials of casts"
Q4051,"Splint supplies, miscellaneous (includes thermoplastics, strapping, fasteners, padding and other supplies)"
Q4074,Iloprost non-comp unit dose
Q4081,"Epoetin alfa, 100 units esrd"
Q4082,"Drug or biological, not otherwise classified, part b drug competitive acquisition program (cap)"
Q4100,"Skin substitute, not otherwise specified"
Q4101,Apligraf
Q4102,Oasis wound matrix
Q4103,Oasis burn matrix
Q4104,Integra bmwd
Q4105,Integra drt or omnigraft
Q4106,Dermagraft
Q4107,Graftjacket
Q4108,Integra matrix
Q4110,Primatrix
Q4111,Gammagraft
Q4112,Cymetra injectable
Q4113,Graftjacket xpress
Q4114,Integra flowable wound matri
Q4115,Alloskin
Q4116,Alloderm
Q4117,Hyalomatrix
Q4118,Matristem micromatrix
Q4119,Matristem wound matrix
Q4120,Matristem burn matrix
Q4121,Theraskin
Q4122,"Dermacell, awm, porous sq cm"
Q4123,Alloskin
Q4124,Oasis tri-layer wound matrix
Q4125,Arthroflex
Q4126,Memoderm/derma/tranz/integup
Q4127,Talymed
Q4128,Flexhd/allopatchhd/sq cm
Q4129,Unite biomatrix
Q4130,Strattice tm
Q4131,Epifix or epicord
Q4132,"Grafix core, grafixpl core"
Q4133,Grafix stravix prime pl sqcm
Q4134,Hmatrix
Q4135,Mediskin
Q4136,Ezderm
Q4137,Amnioexcel biodexcel 1sq cm
Q4138,"Biodfence dryflex, 1cm"
Q4139,"Amnio or biodmatrix, inj 1cc"
Q4140,Biodfence 1cm
Q4141,"Alloskin ac, 1 cm"
Q4142,Xcm biologic tiss matrix 1cm
Q4143,"Repriza, 1cm"
Q4145,"Epifix, inj, 1mg"
Q4146,"Tensix, 1cm"
Q4147,Architect ecm px fx 1 sq cm
Q4148,Neox neox rt or clarix cord
Q4149,"Excellagen, 0.1 cc"
Q4150,Allowrap ds or dry 1 sq cm
Q4151,"Amnioband, guardian 1 sq cm"
Q4152,Dermapure 1 square cm
Q4153,"Dermavest, plurivest sq cm"
Q4154,Biovance 1 square cm
Q4155,Neoxflo or clarixflo 1 mg
Q4156,Neox 100 or clarix 100
Q4157,Revitalon 1 square cm
Q4158,"Kerecis omega3, per sq cm"
Q4159,Affinity1 square cm
Q4160,Nushield 1 square cm
Q4161,Bio-connekt per square cm
Q4162,"Wndex flw, bioskn flw, 0.5cc"
Q4163,"Woundex, bioskin, per sq cm"
Q4164,"Helicoll, per square cm"
Q4165,"Keramatrix, kerasorb sq cm"
Q4166,"Cytal, per square centimeter"
Q4167,"Truskin, per sq centimeter"
Q4168,"Amnioband, 1 mg"
Q4169,"Artacent wound, per sq cm"
Q4170,"Cygnus, per sq cm"
Q4171,"Interfyl, 1 mg"
Q4172,Puraply or puraply am
Q4173,Palingen or palingen xplus
Q4174,Palingen or promatrx
Q4175,Miroderm
Q4176,"Neopatch or therion, 1 sq cm"
Q4177,"Floweramnioflo, 0.1 cc"
Q4178,"Floweramniopatch, per sq cm"
Q4179,"Flowerderm, per sq cm"
Q4180,"Revita, per sq cm"
Q4181,"Amnio wound, per square cm"
Q4182,"Transcyte, per sq centimeter"
Q4183,"Surgigraft, 1 sq cm"
Q4184,Cellesta or duo per sq cm
Q4185,Cellesta flowab amnion 0.5cc
Q4186,Epifix 1 sq cm
Q4187,Epicord 1 sq cm
Q4188,Amnioarmor 1 sq cm
Q4189,"Artacent ac, 1 mg"
Q4190,Artacent ac 1 sq cm
Q4191,Restorigin 1 sq cm
Q4192,"Restorigin, 1 cc"
Q4193,Coll-e-derm 1 sq cm
Q4194,Novachor 1 sq cm
